clip,anger(1),disgust(2),fear(3),happiness(4),neutral(5),sadness(6),surprise(7),contempt(8),anxiety(9),helplessness(10),disappointment(11),single_label
09861.mp4,0,0,0,0,0,0.93,0,0,-1,0.76,0,6
09862.mp4,-1,0.79,0,0,0,-1,0,-1,-1,-1,0,2
09863.mp4,0,0,-1,0,0,0.84,-1,0,-1,-1,0,6
09864.mp4,-1,-1,-1,0,0,0,0.85,0,0.8,0,-1,7
09865.mp4,0,0,0.87,0,0,0,-1,0,-1,-1,0,3
09866.mp4,0,0,-1,0,0,0.95,0,0,-1,0.8,0,6
09867.mp4,0,0,-1,0,0,0.9,0,0,-1,0.75,0,6
09868.mp4,-1,0,0.86,0,0,-1,0,0,0.83,-1,0,3
09869.mp4,-1,-1,-1,0,0,0,-1,-1,0.88,0,0,9
09870.mp4,-1,0.87,0,0,0,0,0,0.83,0,-1,0,2
09871.mp4,0,-1,0.65,0,0,0,0,0,0.9,-1,0,9
09872.mp4,0.89,0.8,0,0,0,0,0,-1,-1,0,0,1
09873.mp4,-1,0.77,0,0,0,0,0,0.83,-1,0,-1,8
09874.mp4,0,-1,-1,0,0,0,0.91,0,0.8,-1,0,7
09875.mp4,0,0,0,0,0,0.89,0,0,-1,0.67,0,6
09876.mp4,0,0,0.88,0,0,-1,-1,0,-1,-1,0,3
09877.mp4,0,0,0.9,0,0,0,-1,0,0.7,-1,0,3
09878.mp4,0,0,0.93,0,0,0.78,-1,0,0.82,-1,0,3
09879.mp4,0,-1,0.96,0,0,-1,-1,0,-1,-1,0,3
09880.mp4,0,-1,0,0,0,0.92,0,0,-1,-1,0,6
09881.mp4,-1,0.67,0,0,0,-1,-1,0,0.87,-1,0,9
09882.mp4,0,0,0,0,0,0.95,0,0,-1,0.8,0,6
09883.mp4,0.94,0.73,0,0,0,0,-1,-1,0,0,-1,1
09884.mp4,-1,0,-1,0,0,0.92,0,0,-1,0.75,0,6
09885.mp4,0,0,0.92,0,0,0,0.79,0,-1,0,0,3
09886.mp4,0,0,0,0,0,0.91,0,0,-1,-1,-1,6
09887.mp4,0,-1,0,-1,0,-1,-1,-1,-1,0.84,0.8,10
09888.mp4,-1,-1,0,0,0,0,0.94,0,-1,0,0,7
09889.mp4,0.93,0.74,0,0,0,0,0,0,0,0,0,1
09890.mp4,-1,0.82,0,0,0,0.86,0,-1,-1,-1,0,6
09891.mp4,0,-1,0,0,0,0,0.93,-1,0.62,0,0,7
09892.mp4,0,0,0,0,0,0.89,0,0,0.72,-1,0,6
09893.mp4,0,0,-1,0,0,0.88,0,-1,-1,-1,0,6
09894.mp4,0,0,0.88,0,0,-1,0.92,0,0,-1,0,7
09895.mp4,0,0,0.9,0,0,0,0.76,0,-1,0,0,3
09896.mp4,0,-1,0,-1,0,-1,0,0.73,-1,0,-1,8
09897.mp4,-1,0.86,0,0,0,0,0,-1,0.84,-1,-1,2
09898.mp4,0,0,0.89,0,0,0,0.88,0,-1,-1,0,3
09899.mp4,0,-1,-1,0,0,0.95,-1,0,-1,-1,-1,6
09900.mp4,0,0,0.9,0,0,-1,-1,0,-1,0,-1,3
09901.mp4,0,0,0.87,0,0,-1,-1,0,0.74,-1,0,3
09902.mp4,0,0,0.92,0,0,0,0.74,0,-1,-1,0,3
09903.mp4,0,-1,-1,0,0,0.89,-1,0,-1,-1,0,6
09904.mp4,0,-1,0,0,0,-1,0,-1,-1,0.92,0.82,10
09905.mp4,0,-1,0,0,0,-1,0,-1,0.85,0.9,0.97,11
09906.mp4,0,0,0,0,0,0.89,0,0,-1,0.72,-1,6
09907.mp4,0.78,0.88,0,0,0,0,0,-1,0,0,0,2
09908.mp4,0,-1,-1,0,0,0,0.82,0,-1,-1,0,7
09909.mp4,0.89,0.82,-1,0,0,0,-1,-1,0,0,0,1
09910.mp4,-1,-1,0,0,0,0.91,0,0,-1,-1,0,6
09911.mp4,0,-1,0,0,0,0.95,0,0,0.68,-1,0,6
09912.mp4,0.88,-1,-1,0,0,0,-1,0,-1,0,0,1
09913.mp4,0,0,0,0,0,0.95,0,0,-1,0.8,0,6
09914.mp4,0,0,0.93,0,0,0,-1,0,-1,-1,0,3
09915.mp4,0.92,0.8,0,0,0,0,0,-1,-1,0,0,1
09916.mp4,0,-1,0,0,0,-1,-1,-1,0.86,-1,0,9
09917.mp4,0,0.78,0,0,0,0,0,-1,-1,0.85,-1,10
09918.mp4,0.96,0.72,0,0,0,0,0,0,0,0,-1,1
09919.mp4,-1,0.78,0,0,0,-1,0,-1,0.75,-1,0,2
09920.mp4,0.95,0.71,0,0,0,0,0,-1,0,0,0,1
09921.mp4,-1,0.8,0,0,0,-1,-1,-1,-1,0,0,2
09922.mp4,0.89,0.76,0,0,0,0,-1,-1,-1,0,-1,1
09923.mp4,-1,0,0,0,0,0.94,-1,0,-1,-1,-1,6
09924.mp4,0,-1,-1,0,0,-1,0,0,0.9,-1,-1,9
09925.mp4,0,-1,-1,0,0,-1,-1,0,0.76,-1,0,9
09926.mp4,0,-1,0,0,0,-1,0,0,0.83,0.82,0.73,9
09927.mp4,-1,-1,0.86,0,0,-1,-1,0,0.75,-1,0,3
09928.mp4,0,0,0,0,0,0.93,0,0,-1,0.82,-1,6
09929.mp4,0.82,-1,-1,0,0,-1,-1,0,0.86,-1,0,9
09930.mp4,0.86,0.84,0,0,0,-1,0,-1,-1,0,0,1
09931.mp4,0,0,-1,0,0,0.94,0,0,-1,-1,0,6
09932.mp4,0,0,-1,0,0,0.9,0.89,0,-1,-1,-1,6
09933.mp4,0,0,0,0,0,-1,0,0,0.88,0.75,0,9
09934.mp4,0.91,0.8,0,0,0,-1,0,-1,-1,-1,0,1
09935.mp4,0.82,0.84,0,0,0,0,0,-1,-1,0,0,2
09936.mp4,0.86,-1,0,0,0,0.83,0,0,-1,0,0,1
09937.mp4,0,0,0,0,0,0.92,0,0,-1,-1,0,6
09938.mp4,0,0,0.94,0,0,0,0.92,0,-1,0,0,3
09939.mp4,0,0,0.93,0,0,0,0.88,0,-1,0,0,3
09940.mp4,0,0,0.96,0,0,0,-1,0,-1,-1,0,3
09941.mp4,0,0,0,0,0,0.92,0,0,-1,0.85,0,6
09942.mp4,0.94,0.78,-1,0,0,-1,0,0,-1,0,0,1
09943.mp4,0.85,-1,0,0,0,-1,0,-1,-1,-1,0,1
09944.mp4,0,-1,0.93,0,0,0,0.87,0,-1,0,0,3
09945.mp4,0,0,0,0,0,0.94,0,0,-1,0.82,0,6
09946.mp4,0,0.82,0,0,0,-1,0,-1,0.77,0.78,-1,2
09947.mp4,0,-1,-1,0,0,0.88,-1,0,-1,-1,0,6
09948.mp4,0,-1,0.93,0,0,-1,-1,0,-1,-1,0,3
09949.mp4,0,0,0.94,0,0,0,0.82,0,0,0,0,3
09950.mp4,0,-1,0.89,0,0,-1,0,0,0.88,-1,0,3
09951.mp4,0,0.9,0,0,0,0,0,-1,-1,0.85,0.7,2
09952.mp4,0,-1,-1,0,0,0,0.87,0,-1,-1,0,7
09953.mp4,0,0,-1,0,0,-1,0.82,0,0.89,-1,0,9
09954.mp4,-1,-1,0,0,0,0,-1,-1,0.92,-1,0,9
09955.mp4,-1,0.88,0,0,0,0,0.83,0,-1,-1,-1,2
09956.mp4,-1,0.91,0,0,0,0,0,-1,0.75,-1,-1,2
09957.mp4,0,-1,-1,0,0,-1,0.93,0,0.82,-1,0,7
09958.mp4,0,0.85,0,0,0,0,0,-1,-1,0.84,0.73,2
09959.mp4,-1,-1,0.82,0,0,-1,-1,0,0.85,-1,0,9
09960.mp4,0,-1,0.93,0,0,-1,-1,0,-1,-1,0,3
09961.mp4,0,0,0,0,0,0.93,0,0,-1,0.82,0,6
09962.mp4,0,-1,0.89,0,0,0.81,0,0,-1,0.8,0,3
09963.mp4,-1,0.8,0,-1,0,0,0,0.89,0,0,0,8
09964.mp4,0,-1,-1,0,0,-1,-1,-1,0.91,-1,0,9
09965.mp4,0,0,-1,0,0,0,0.86,0,-1,0,0,7
09966.mp4,0,0,0.88,0,0,0,0.92,0,-1,-1,0,7
09967.mp4,0,-1,0.9,0,0,0,0.83,0,-1,0,0,3
09968.mp4,0.84,0.83,0,0,0,0,0,-1,0,0,-1,1
09969.mp4,0,-1,-1,0,0,-1,0.89,0,-1,0,0,7
09970.mp4,-1,-1,0.94,0,0,-1,-1,0,-1,-1,0,3
09971.mp4,0.87,0.86,0,0,0,0,0,-1,-1,0,0,1
10001.mp4,-1,-1,0,0,0,0.79,0,-1,-1,0.72,0.8,11
10002.mp4,0,-1,0,0,0,0.85,0,-1,-1,-1,-1,6
10003.mp4,-1,-1,0,0,0,0.72,0,-1,-1,-1,-1,6
10018.mp4,0,-1,0,0,0,0.8,0,0,0.75,-1,0,6
10036.mp4,-1,0.86,0,0,-1,-1,0,-1,-1,0,-1,2
10044.mp4,0,-1,0,-1,0,0,0,0.83,0,0,0,8
10070.mp4,0.84,0.67,0,0,0,-1,0,0,0,0,0,1
10090.mp4,0,0.84,0,0,0,-1,-1,-1,0,0,0,2
10091.mp4,-1,0.84,0,0,0,0,0,0.7,-1,-1,0,2
10094.mp4,-1,0.81,0,0,0,0,0,0.77,0,-1,-1,2
10096.mp4,-1,0.79,0,0,0,0,0,0.74,-1,0,0,2
10099.mp4,-1,0.81,0,0,0,0,0,0.68,-1,0,0,2
10102.mp4,-1,0.74,0,0,0,0,-1,0.74,0,0,0,2
10107.mp4,-1,0.72,0,0,0,-1,0,0.73,0,0,0,8
10111.mp4,-1,0.81,0,0,0,0,-1,-1,-1,0,0,2
10112.mp4,0,0.87,-1,0,0,0,-1,-1,-1,0,0,2
10114.mp4,0,0.86,-1,0,0,-1,0,-1,-1,-1,0,2
10115.mp4,-1,0.86,0,0,0,0,0,0.72,-1,-1,-1,2
10118.mp4,-1,0.81,-1,0,0,0,-1,-1,-1,0,0,2
10125.mp4,-1,0.77,0,0,0,0,0,0.72,-1,-1,-1,2
10128.mp4,-1,0.88,0,0,0,0,0,-1,-1,0,0,2
10129.mp4,-1,0.78,0,0,0,0,-1,-1,-1,0.73,0,2
10131.mp4,0,0.86,0,0,0,-1,0,-1,0,-1,0,2
10133.mp4,0,0.81,0,-1,0,0,0,0.82,0,0,0,8
10134.mp4,0,0.8,0,0,0,0,0,0.78,-1,0,0,2
10135.mp4,0,0.77,0,0,0,-1,0,0.76,-1,-1,0,2
10141.mp4,-1,0.88,0,0,0,0,0,0.72,-1,0,0,2
10143.mp4,0,0.77,0,0,0,0,-1,0.78,0,-1,0,8
10146.mp4,-1,0.79,0,0,0,0,0,0.67,0,0,0,2
10148.mp4,-1,0.82,0,0,0,0,0,0.76,0,0,0,2
10149.mp4,-1,0.76,0,0,0,0,-1,-1,-1,0,0,2
10150.mp4,-1,0.79,0,0,0,0,-1,0.72,-1,0,0,2
10151.mp4,0,0.63,0,-1,0,0,0,0.89,0,0,0,8
10152.mp4,0.77,0.74,0,0,0,0,0,0.86,0,0,0,8
10153.mp4,0,0.83,0,0,0,-1,0,-1,-1,-1,0,2
10154.mp4,-1,0.86,0,-1,0,0,-1,0.78,0,0.77,0,2
10155.mp4,-1,0.86,0,0,0,-1,0,-1,0.77,-1,0,2
10156.mp4,0,0.78,0.62,0,0,0,-1,-1,-1,-1,0,2
10157.mp4,0,0.8,0,-1,0,0,0,-1,-1,0,-1,2
10158.mp4,0,0.75,0,0,0,0,0,0.87,0,-1,0,8
10159.mp4,-1,0.86,0,0,0,-1,0,-1,0,-1,0,2
10160.mp4,-1,0.8,0,0,0,-1,0,-1,-1,-1,0,2
10161.mp4,0,0.84,0,-1,0,-1,0,-1,-1,-1,-1,2
10162.mp4,-1,0.81,0,0,0,0,-1,-1,0.65,0,0,2
10163.mp4,-1,0.89,0,0,0,-1,0,-1,-1,-1,0,2
10164.mp4,0.84,-1,0,0,0,0,0,-1,-1,0,-1,1
10165.mp4,0.91,-1,0,0,0,0,0,-1,-1,0,0,1
10166.mp4,0.85,0.64,0,0,0,0,0,-1,0.8,-1,0,1
10168.mp4,0.9,-1,0,0,0,-1,0,0,0.73,0,0,1
10169.mp4,0.85,0.67,0,0,0,0,0,-1,-1,0,0,1
10170.mp4,0.92,-1,0,0,0,0,0,0,-1,0,-1,1
10171.mp4,0.85,0.66,0,0,0,0,-1,-1,-1,0,0,1
10173.mp4,0.86,0.68,0,0,0,-1,-1,0,-1,0,0,1
10174.mp4,0.69,0.84,0,0,0,0,0,-1,-1,-1,0,2
10175.mp4,0.89,-1,0,0,0,0,0,-1,-1,0,0,1
10176.mp4,0.81,0.7,0,0,0,-1,0,-1,-1,0,0,1
10177.mp4,0.85,-1,0,0,0,-1,0,-1,0,0,-1,1
10178.mp4,0.81,0.64,0,0,0,0,0,-1,-1,0,0,1
10179.mp4,0.89,0.67,0,0,0,0,0,-1,-1,0,0,1
10180.mp4,0.85,0.67,0,0,0,0,0,-1,0,0,0,1
10181.mp4,0.92,0.66,0,0,0,0,0,0,-1,0,0,1
10182.mp4,-1,-1,0,0,0,0.69,0,0,-1,-1,0,6
10183.mp4,0.88,-1,0,0,0,-1,0,-1,-1,-1,0,1
10184.mp4,0.77,-1,0,0,0,0,0.8,0,0,-1,0,7
10185.mp4,0.89,0.58,0,0,0,0,-1,0,0,0,0,1
10186.mp4,0.86,0.54,0,0,0,0,0,0,-1,0,0,1
10187.mp4,0.91,0.56,0,0,0,0,0,0,-1,0,0,1
10188.mp4,-1,0.72,0,0,0,0,0,-1,-1,0,0,2
10189.mp4,0.88,-1,0,0,0,0,0,-1,-1,0,0,1
10190.mp4,0.78,-1,0,0,0,0,0,0,-1,-1,-1,1
10191.mp4,0.91,-1,-1,0,0,-1,-1,0,-1,0,0,1
10192.mp4,0.9,-1,0,0,0,0,-1,0,0,0,-1,1
10194.mp4,0.9,0.66,0,0,0,0,0,0,-1,0,0,1
10195.mp4,0.92,0.68,0,0,0,0,0,0,-1,0,0,1
10196.mp4,0.89,0.7,0,0,0,0,0,0,-1,0,0,1
10197.mp4,0.91,0.66,0,0,0,-1,0,-1,-1,0,0,1
10198.mp4,0.89,-1,-1,0,0,-1,0,0,-1,-1,0,1
10199.mp4,0.89,-1,0,0,0,-1,0,0,-1,-1,0,1
10200.mp4,0.9,-1,0,0,0,0,-1,-1,-1,0,0,1
10201.mp4,0.79,-1,-1,0,0,0,0,-1,0.78,0,0,1
10202.mp4,-1,-1,0,0,0,-1,-1,-1,0.75,-1,0,9
10203.mp4,0.89,0.75,0,0,0,0,0,0,-1,0,0,1
10204.mp4,0.8,-1,0,0,0,0.72,0,0,-1,0,0,1
10205.mp4,0.85,-1,-1,0,0,-1,0,0,-1,-1,0,1
10206.mp4,0.91,0.63,0,0,0,0,0,0,-1,0,0,1
10207.mp4,0.85,-1,0,0,0,-1,0,-1,-1,0,0,1
10208.mp4,0.88,-1,0,0,0,0,0,-1,-1,-1,0,1
10209.mp4,0.95,0.7,0,0,0,0,0,0,-1,0,0,1
10210.mp4,0.9,-1,0,0,0,0,0.67,0,-1,0,0,1
10211.mp4,0.85,0.71,0,0,0,0,0,-1,0,0,-1,1
10212.mp4,0.88,0.66,0,0,0,0,0,0,-1,0,0,1
10213.mp4,0.85,-1,0,0,0,0,0.77,0,0,0,-1,1
10214.mp4,0.8,-1,0,0,0,0,-1,-1,0.78,-1,0,1
10215.mp4,0.89,0.62,0,0,0,0,0,-1,-1,0,-1,1
10216.mp4,0.9,0.64,0,0,0,0,0,0,-1,0,0,1
10217.mp4,0.93,-1,0,0,0,0,0,-1,-1,0,0,1
10218.mp4,-1,-1,0,0,0,-1,0,0,-1,0.62,-1,10
10219.mp4,0.85,0.6,0,0,0,0,-1,0,-1,0,0,1
10220.mp4,0.9,0.66,0,0,0,-1,0,0,-1,0,0,1
10221.mp4,0.92,0.55,0,0,0,0,0,0,0,0,-1,1
10222.mp4,0.9,0.58,0,0,0,-1,0,0,-1,0,0,1
10223.mp4,0.79,-1,0,0,0,0.83,0,0,-1,0,0,6
10224.mp4,0.86,-1,-1,0,0,0,-1,0,-1,0,0,1
10225.mp4,0.86,0.63,0,0,0,0,0,-1,-1,0,0,1
10226.mp4,0.9,0.62,0,0,0,-1,0,0,-1,0,0,1
10227.mp4,-1,0.85,0,0,0,-1,-1,-1,-1,0,-1,2
10228.mp4,0.83,-1,0,0,0,-1,0,0,0,0.7,-1,1
10229.mp4,0.89,-1,0,0,0,-1,-1,0,-1,0,0,1
10231.mp4,0.9,-1,0,0,0,-1,0,0,-1,0,0,1
10232.mp4,0.85,0.7,0,0,0,-1,0,-1,-1,0,0,1
10233.mp4,0.87,0.7,0,0,0,0,0,-1,0,0,0,1
10234.mp4,-1,0.74,0,0,0,-1,0,0.76,-1,0,0,8
10235.mp4,0.93,0.65,0,0,0,-1,0,-1,-1,0,0,1
10236.mp4,0.81,0.6,0,0,0,0,-1,0,0.7,0,0,1
10237.mp4,0.86,-1,-1,0,0,0,0,0,-1,0,0,1
10238.mp4,0.86,0.62,0,0,0,0,0,-1,-1,0,-1,1
10239.mp4,0.89,-1,0,0,0,0,0,0,-1,0,-1,1
10240.mp4,0.9,-1,-1,0,0,-1,0,-1,-1,0,0,1
10241.mp4,0.94,0.66,0,0,0,-1,0,0,-1,0,-1,1
10242.mp4,0.95,-1,0,0,0,-1,0,0,-1,-1,-1,1
10243.mp4,0.86,-1,0,0,0,0,0,-1,-1,0,-1,1
10244.mp4,0.89,-1,0,0,0,0.53,0,-1,0,0,0,1
10245.mp4,0.91,0.78,0,0,0,-1,0,0,-1,0,0,1
10246.mp4,0.88,-1,0,0,0,0,0.73,0,-1,0,0,1
10247.mp4,0.88,-1,0,0,0,-1,0,0,-1,0,-1,1
10248.mp4,0.87,-1,0,0,0,0,0,0,-1,0,-1,1
10249.mp4,0.88,0.64,0,0,0,-1,0,0,-1,0,-1,1
10250.mp4,-1,-1,0,0,0,0,-1,0,0.82,0.77,-1,9
10251.mp4,0.92,0.64,0,0,0,0,0,0,-1,0,-1,1
10252.mp4,0.86,-1,0,0,0,0,-1,0,-1,0,0,1
10253.mp4,0.93,0.66,0,0,0,0,0,0,-1,0,-1,1
10254.mp4,0.93,-1,0,0,0,0,0,0,-1,0,-1,1
10255.mp4,0.93,-1,0,0,0,-1,0,-1,-1,0,0,1
10256.mp4,0.86,-1,0,0,0,0,0,-1,-1,-1,-1,1
10257.mp4,0.87,0.72,0,0,0,0,-1,-1,-1,0,0,1
10258.mp4,0.87,0.7,0,0,0,0,-1,-1,0,0,0,1
10259.mp4,0.86,0.65,0,0,0,0,-1,-1,-1,0,0,1
10260.mp4,0.85,-1,0,0,0,-1,0,0,-1,-1,0,1
10261.mp4,0.85,0.66,0,0,0,0,0,-1,-1,0,0,1
10262.mp4,0.92,0.66,0,0,0,0,0,-1,-1,0,0,1
10263.mp4,0.89,-1,0,0,0,-1,0,0,-1,0,-1,1
10264.mp4,0.92,-1,0,0,0,0,0,-1,-1,0,-1,1
10265.mp4,0.89,-1,0,0,0,-1,0,0,-1,0,0,1
10266.mp4,0.87,-1,0,0,0,0,0,-1,-1,0,0,1
10267.mp4,0.91,-1,0,0,0,0,0,-1,-1,0,0,1
10268.mp4,0.89,0.64,0,0,0,0,0,0,-1,0,0,1
10269.mp4,0.9,-1,0,0,0,0,0,-1,-1,0,-1,1
10270.mp4,0.92,0.64,0,0,0,0,0,-1,-1,0,0,1
10271.mp4,0.91,0.74,0,0,0,0,-1,-1,-1,0,0,1
10272.mp4,0.92,0.68,0,0,0,0,0,-1,-1,0,0,1
10273.mp4,0.9,0.71,0,0,0,0,0,-1,-1,0,0,1
10274.mp4,0.81,0.72,-1,0,0,0,0,-1,-1,0,0,1
10275.mp4,0.88,-1,0,0,0,0,-1,0,-1,0,0,1
10276.mp4,0.9,0.82,0,0,0,0,0,-1,-1,0,-1,1
10277.mp4,0.76,0.7,0,0,0,0,0,-1,-1,0,0,1
10278.mp4,0.93,-1,0,0,0,0,0,0,-1,0,0,1
10279.mp4,0.92,0.71,0,0,0,-1,0,-1,-1,0,0,1
10280.mp4,0.86,0.68,0,0,0,0,0,-1,-1,0,-1,1
10281.mp4,0.83,-1,0,0,0,0,0,-1,-1,-1,0,1
10282.mp4,0.9,-1,0,0,0,-1,0,-1,-1,-1,0,1
10283.mp4,0.85,-1,0,0,0,-1,0,-1,-1,0,0,1
10284.mp4,0.88,0.75,0,0,0,0,0,-1,-1,0,0,1
10285.mp4,0.87,-1,0,0,0,-1,-1,-1,-1,-1,-1,1
10286.mp4,0.87,0.66,0,0,0,-1,-1,-1,-1,-1,0,1
10287.mp4,0.84,-1,0,0,0,0,0,-1,-1,-1,-1,1
10288.mp4,0.83,-1,0,0,0,-1,0,-1,-1,0,0,1
10289.mp4,0.84,0.63,0,0,0,-1,0,-1,-1,0,0,1
10290.mp4,0.8,0.68,0,0,0,-1,-1,-1,-1,-1,0,1
10291.mp4,0.92,0.67,0,0,0,0,0,-1,-1,0,0,1
10292.mp4,0.91,0.68,0,0,0,0,0,-1,-1,0,0,1
10293.mp4,0.88,0.8,0,0,0,-1,0,-1,-1,0,0,1
10294.mp4,0.81,0.58,0,0,0,-1,0,-1,-1,0,0,1
10295.mp4,0.77,0.66,0,0,0,-1,0,-1,-1,0,0,1
10296.mp4,0.74,0.68,0,0,0,-1,0,-1,-1,0,0,1
10297.mp4,0.84,0.72,0,0,0,-1,0,-1,0,0,0,1
10298.mp4,0.72,-1,-1,0,0,-1,0,0,0.83,-1,0,9
10299.mp4,0.91,0.72,0,0,0,0,0,0,-1,0,0,1
10300.mp4,0.9,-1,0,0,0,0,-1,0,-1,0,0,1
10301.mp4,0.94,-1,0,0,0,0,0,0,-1,-1,0,1
10302.mp4,0.93,0.7,0,0,0,0,0,0,-1,0,0,1
10303.mp4,0.92,-1,0,0,0,0,-1,0,-1,0,-1,1
10304.mp4,0.91,0.6,0,0,0,0,0,0,-1,0,0,1
10305.mp4,0.7,0.74,0,0,0,0,-1,-1,-1,-1,-1,2
10306.mp4,0.92,-1,0,0,0,-1,0,0,-1,0,-1,1
10307.mp4,0.8,0.58,0,0,0,-1,-1,0,-1,0,0,1
10308.mp4,0.93,0.66,0,0,0,0,0,0,0,0,0,1
10309.mp4,0.91,-1,0,0,0,0,0,-1,-1,0,0,1
10310.mp4,0.85,0.6,0,0,0,0,0,-1,-1,0,0,1
10311.mp4,0.92,0.66,0,0,0,0,-1,0,-1,0,0,1
10312.mp4,0.91,0.66,0,0,0,0,0,0,-1,0,0,1
10313.mp4,0.85,0.66,0,0,0,0,0,-1,-1,0,0,1
10314.mp4,0.89,0.67,0,0,0,0,0,0,0,0,0,1
10315.mp4,0.84,0.65,0,0,0,0,0,-1,-1,0,-1,1
10316.mp4,0.77,-1,0,0,0,-1,0,0,0.85,-1,-1,9
10317.mp4,0.86,0.6,0,0,0,0,-1,-1,-1,0,0,1
10318.mp4,0.84,0.7,0,0,0,0,0,-1,0.77,0,0,1
10319.mp4,0.91,0.76,0,0,0,0,0,0,-1,0,0,1
10320.mp4,0.93,0.65,0,0,0,0,0,0,-1,0,-1,1
10321.mp4,0.89,-1,0,0,0,-1,0,-1,-1,0,0,1
10322.mp4,0.86,-1,0,0,0,0,-1,-1,-1,-1,-1,1
10323.mp4,-1,0.66,0,0,0,-1,0,-1,0.73,0,0,9
10324.mp4,0.84,0.7,0,0,0,0,0,0,-1,0,-1,1
10325.mp4,0.87,0.6,0,0,0,0,0,0,-1,0,-1,1
10326.mp4,0.9,0.67,0,0,0,0,0,0,-1,0,0,1
10327.mp4,0.9,0.67,0,0,0,0,0,0,-1,0,0,1
10328.mp4,0.89,0.64,0,0,0,0,0,0,0,0,0,1
10329.mp4,0.82,0.73,0,0,0,0,0,-1,0,0,-1,1
10330.mp4,0.93,0.67,0,0,0,0,0,-1,-1,0,0,1
10331.mp4,0.8,0.65,0,0,0,0,0,-1,0.77,-1,-1,1
10332.mp4,0.88,-1,0,0,0,-1,-1,-1,-1,0,-1,1
10333.mp4,0.9,0.69,0,0,0,0,0,-1,0,0,0,1
10334.mp4,0.76,-1,-1,0,0,-1,0,-1,-1,-1,0,1
10335.mp4,0.85,-1,0,0,0,0,0,-1,-1,0,-1,1
10336.mp4,0.91,0.74,0,0,0,0,0,-1,-1,0,0,1
10337.mp4,0.78,0.73,0,0,0,-1,0,0,-1,-1,0,1
10338.mp4,0.89,0.77,0,0,0,-1,0,0,0,0,0,1
10339.mp4,0.9,0.66,0,0,0,0,0,0,-1,0,0,1
10340.mp4,0.9,0.64,0,0,0,0,0,0,-1,0,-1,1
10341.mp4,0.8,0.73,-1,0,0,0,0,-1,0.86,0,0,9
10342.mp4,0.86,0.75,0,0,0,-1,0,0,-1,0,0,1
10343.mp4,0.94,0.75,0,0,0,0,0,0,-1,0,0,1
10344.mp4,0.93,-1,-1,0,0,0,-1,0,-1,0,-1,1
10345.mp4,0.92,0.77,0,0,0,-1,0,0,-1,0,0,1
10346.mp4,0.93,0.71,0,0,0,0,0,0,-1,0,0,1
10347.mp4,0.92,0.71,0,0,0,0,0,0,-1,0,-1,1
10348.mp4,0.91,0.68,0,0,0,0,0,-1,-1,0,0,1
10349.mp4,0.89,0.71,0,0,0,0,0,0,-1,0,-1,1
10350.mp4,0.91,0.78,0,0,0,0,0,0,-1,-1,0,1
10351.mp4,0.91,0.72,0,0,0,0,0,0,-1,0,0,1
10352.mp4,0.84,0.73,0,0,0,0,0,-1,-1,-1,0,1
10353.mp4,0.93,0.62,0,0,0,0,0,-1,0,0,0,1
10354.mp4,0.78,-1,0,0,0,0,0,-1,-1,-1,-1,1
10355.mp4,0.91,0.74,0,0,0,0,0,0,-1,0,0,1
10356.mp4,0.92,0.72,0,0,0,-1,0,0,-1,0,0,1
10357.mp4,0.92,0.62,0,0,0,0,0,-1,-1,0,-1,1
10358.mp4,0.92,0.67,0,0,0,0,0,0,-1,0,0,1
10359.mp4,0.94,-1,0,0,0,-1,0,-1,-1,0,-1,1
10360.mp4,0.9,-1,-1,0,0,0,-1,0,0.6,0,-1,1
10361.mp4,0.95,0.65,0,0,0,0,0,0,-1,0,0,1
10362.mp4,0.93,0.67,0,0,0,0,0,-1,-1,0,-1,1
10363.mp4,0.85,-1,0,0,0,-1,0,0,-1,0,0,1
10364.mp4,0.92,0.68,0,0,0,-1,0,0,-1,0,0,1
10365.mp4,0.9,0.75,0,0,0,0,0,0,-1,-1,0,1
10366.mp4,0.86,-1,0,0,0,-1,0,0,-1,0,0,1
10367.mp4,0.92,0.68,0,0,0,0,0,0,-1,0,0,1
10368.mp4,0.86,0.74,0,0,0,-1,0,0,-1,0,0,1
10369.mp4,0.85,-1,-1,0,0,-1,0,0,0.75,0,0,1
10370.mp4,0.88,0.68,0,0,0,-1,0,0,-1,0,0,1
10371.mp4,0.86,0.68,-1,0,0,-1,0,0,0.78,-1,0,1
10372.mp4,0.93,0.68,0,0,0,0,0,0,-1,0,-1,1
10373.mp4,0.89,-1,0,0,0,0,-1,0,-1,0,-1,1
10374.mp4,0.8,-1,0,0,0,-1,0,-1,-1,-1,0,1
10375.mp4,0.9,-1,0,0,0,0,0,-1,-1,0,0,1
10376.mp4,0.88,0.83,0,0,0,-1,0,0,-1,-1,0,1
10377.mp4,0.91,0.74,0,0,0,0,-1,0,-1,0,0,1
10378.mp4,0.85,-1,0,0,0,-1,0,-1,-1,0,0,1
10379.mp4,0.89,-1,0,0,0,0,0,-1,-1,0,0,1
10380.mp4,0.88,0.65,0,0,0,0,0,0,-1,0,0,1
10381.mp4,0.79,0.7,0,0,0,-1,-1,0,-1,0,0,1
10382.mp4,0.8,0.71,0,0,0,0,0,-1,-1,0,0,1
10383.mp4,0.84,0.81,0,0,0,-1,0,-1,-1,0,-1,1
10384.mp4,0.92,0.74,0,0,0,0,0,0,-1,0,0,1
