clip,anger(1),disgust(2),fear(3),happiness(4),neutral(5),sadness(6),surprise(7),contempt(8),anxiety(9),helplessness(10),disappointment(11),multi_label
10502.mp4,0,0,0.95,0,0,-1,-1,0,0.65,-1,0,"3,9"
10506.mp4,0,0,0.95,0,0,0,-1,0,0.7,-1,0,"3,9"
10507.mp4,0,-1,0.93,0,0,0,-1,0,0.62,0,0,"3,9"
10509.mp4,0,0,0.76,0,0,-1,-1,0,0.81,-1,0,"3,9"
10510.mp4,0,0,0.85,0,0,0,-1,0,0.62,-1,0,"3,9"
10512.mp4,0,0,0.87,0,0,0,-1,0,0.62,-1,0,"3,9"
10514.mp4,0,0,0.89,0,0,0,-1,0,0.66,-1,0,"3,9"
10516.mp4,-1,0,0.95,0,0,0,0.8,0,-1,0,0,"3,7"
10520.mp4,0.78,-1,0,0,0,0,0.82,-1,-1,0,0,"1,7"
10522.mp4,0.7,-1,0,0,0,-1,0.75,0,-1,0,0,"1,7"
10523.mp4,0.84,0.75,0,-1,0,0,0,-1,-1,0,0,"1,2"
10524.mp4,0.83,0.6,0,0,0,0,0,0,-1,0,0,"1,2"
10526.mp4,0.86,-1,0,0,0,0.92,0,0,-1,0,0,"1,6"
10527.mp4,0.8,0.83,0,0,0,-1,0,0,-1,0,0,"1,2"
10528.mp4,0.79,0.75,0,0,0,0,0,-1,-1,0,0,"1,2"
10530.mp4,0.74,0.8,0,0,0,0,-1,-1,-1,-1,0,"1,2"
10531.mp4,0,0.77,0,0,0,-1,0,0,-1,0.68,0.88,"2,10,11"
10534.mp4,0.86,0.82,0,0,0,0,0,-1,-1,0,0,"1,2"
10536.mp4,0.89,-1,0,0,0,0.8,0,-1,-1,0,0,"1,6"
10537.mp4,-1,0.78,0,0,0,-1,0,-1,0.78,0,0,"2,9"
10538.mp4,0,-1,0.89,0,0,0,0.84,0,-1,0,0,"3,7"
10539.mp4,0,0,0.92,0,0,0,0.83,0,0,0,0,"3,7"
10541.mp4,0,0,0.85,0,0,0,0.79,0,-1,0,0,"3,7"
10542.mp4,0,0,0.92,0,0,0,0.8,0,-1,0,0,"3,7"
10544.mp4,0,0,0.91,0,0,-1,0.72,0,0,0,0,"3,7"
10545.mp4,0,-1,0.92,0,0,0,0.79,0,-1,0,0,"3,7"
10547.mp4,0,0,0.87,0,0,0,0.8,0,-1,0,0,"3,7"
10548.mp4,0,0,0.89,0,0,0,0.85,0,0,0,0,"3,7"
10549.mp4,0,0,0.89,0,0,0.84,-1,0,-1,0,0,"3,6"
10550.mp4,0,0,-1,0,0,-1,0.8,0,0.77,0,0,"7,9"
10551.mp4,0,0,0.84,0,0,0,0.68,0,0.73,0,0,"3,7,9"
10552.mp4,0,0,0.94,0,0,0.87,-1,0,-1,0,0,"3,6"
10553.mp4,0,0,0.82,0,0,0,0.84,0,0,0,0,"3,7"
10554.mp4,0,0,0.86,0,0,0,0.82,0,-1,0,0,"3,7"
10556.mp4,0,0,0.83,0,0,0,-1,0,0.74,-1,0,"3,9"
10557.mp4,0,-1,0.79,0,0,0,0.79,0,0,0,-1,"3,7"
10559.mp4,0,-1,-1,0,0,0.8,-1,0,0.84,-1,0,"6,9"
10560.mp4,0,-1,-1,0,0,-1,0.86,0,0.74,-1,0,"7,9"
10561.mp4,0,-1,-1,0,0,0.73,-1,0,0.81,-1,-1,"6,9"
10564.mp4,0.83,-1,-1,0,0,-1,0.85,0,-1,0,0,"1,7"
10566.mp4,0,0,0.87,0,0,0,0.82,0,0,0,0,"3,7"
10567.mp4,0,0,0.86,0,0,0,0.82,0,0,0,0,"3,7"
10569.mp4,0,0,0.85,-1,0,0,-1,0,0.8,0,0,"3,9"
10570.mp4,0.92,0.68,0,0,0,0,0,-1,-1,-1,-1,"1,2"
10571.mp4,0,-1,0.84,0,0,0.82,0,0,-1,0,0,"3,6"
10572.mp4,0,0,0.88,0,0,-1,-1,0,0.7,-1,0,"3,9"
10573.mp4,0,0,0.88,0,0,0.68,0,0,-1,0,0,"3,6"
10575.mp4,0,0,0.86,0,0,-1,-1,0,0.78,0,0,"3,9"
10576.mp4,0,0,0.83,0,0,-1,-1,0,0.7,0,0,"3,9"
10580.mp4,0,0,0.89,0,0,0,0.85,0,0.62,0,0,"3,7,9"
10584.mp4,0,-1,0.8,0,0,0,0.84,0,0.66,0,0,"3,7,9"
10585.mp4,0,-1,0.87,0,0,0.84,0,0,-1,-1,0,"3,6"
10586.mp4,0,0,0.85,-1,0,0,0.81,0,-1,0,0,"3,7"
10587.mp4,0,0,0.89,0,0,0,0.82,0,-1,0,0,"3,7"
10588.mp4,0,0,0.9,0,0,-1,0.79,0,-1,0,0,"3,7"
10589.mp4,0.81,-1,-1,0,0,0,0.75,0,-1,0,0,"1,7"
10590.mp4,0,0,0.82,0,0,0.81,0,0,0.7,-1,0,"3,6,9"
10598.mp4,0,0,0.92,0,0,0,0.78,0,-1,0,0,"3,7"
10601.mp4,0,-1,0.72,0,0,0,0.84,0,0.68,0,0,"3,7,9"
10602.mp4,0.83,0.74,0,0,0,-1,-1,0,-1,0,0,"1,2"
10604.mp4,0,-1,0.89,0,0,0.81,0,0,-1,0,0,"3,6"
10605.mp4,0,-1,0,0,0,0.94,0,0,-1,0.7,-1,"6,10"
10606.mp4,0,-1,0.83,0,0,0.87,0,0,-1,-1,0,"3,6"
10607.mp4,0,-1,-1,0,0,0.83,0,0,0.72,-1,0,"6,9"
10609.mp4,0,0,0,0.79,0,0,0,0.75,-1,0,0,"4,8"
10611.mp4,0,0,-1,0,0,0.89,0.85,0,-1,-1,0,"6,7"
10612.mp4,0,-1,-1,0,0,0.89,-1,0,0.8,-1,-1,"6,9"
10613.mp4,0,-1,-1,0,0,0,0.81,0,0.77,0,0,"7,9"
10614.mp4,-1,-1,-1,0,0,0.68,-1,0,0.81,0.72,-1,"6,9,10"
10617.mp4,0.7,-1,-1,0,0,0.8,0,0,-1,-1,0,"1,6"
10618.mp4,0,-1,-1,0,0,0.85,0,0,0.65,-1,0,"6,9"
10619.mp4,0,0,0.86,0,0,-1,0.82,0,-1,0,0,"3,7"
10620.mp4,0,0,0.76,0,0,0,0.87,0,-1,0,0,"3,7"
10623.mp4,0,-1,0,0,0,0.87,0,0,0.82,-1,0,"6,9"
10624.mp4,0,-1,0.87,0,0,-1,-1,0,0.75,0,0,"3,9"
10627.mp4,0,-1,-1,0,0,0.84,-1,0,0.8,-1,0,"6,9"
10629.mp4,0,0,0.88,0,0,0,0.81,0,-1,0,0,"3,7"
10634.mp4,0,-1,-1,0,0,0,0.83,0,0.75,0,0,"7,9"
10635.mp4,0,0.79,0,-1,0,-1,0,-1,0.77,-1,0,"2,9"
10637.mp4,0,0,-1,0.63,0,0,0.86,0,-1,0,0,"4,7"
10639.mp4,-1,-1,0.83,0,0,0,0.88,0,-1,0,0,"3,7"
10641.mp4,0,-1,0.75,0,0,-1,0,0,0.83,-1,0,"3,9"
10642.mp4,0,-1,0.73,0,0,0,0.8,0,-1,0,0,"3,7"
10643.mp4,0,0,0.77,0,0,0,-1,0,0.7,0,0,"3,9"
10644.mp4,0,0,0.83,0,0,-1,0.8,0,-1,0,0,"3,7"
10647.mp4,0,-1,0.78,0,0,-1,0.76,0,0,0,0,"3,7"
10648.mp4,0,0,0.85,0,0,-1,0,0,0.7,-1,0,"3,9"
10649.mp4,0,-1,0.81,0,0,0,-1,0,0.73,-1,0,"3,9"
10650.mp4,0,0,0.8,0,0,0,0.83,0,-1,-1,0,"3,7"
10651.mp4,0,0,0.79,0,0,0,0.83,0,-1,0,0,"3,7"
10652.mp4,-1,0,0.84,0,0,0,-1,-1,0.67,-1,0,"3,9"
10653.mp4,0.67,0,-1,0,0,0,0.78,0,-1,0,-1,"1,7"
10654.mp4,0,-1,0.84,0,0,-1,-1,0,0.77,0,0,"3,9"
10657.mp4,0,-1,0.76,0,0,-1,0.82,0,-1,0,0,"3,7"
10658.mp4,0,-1,0.76,0,0,-1,0,0,0.83,-1,0,"3,9"
10659.mp4,0,-1,-1,0,0,0.73,0,0,0.72,-1,-1,"6,9"
10661.mp4,0,-1,-1,0,0,0.78,-1,0,0.82,-1,0,"6,9"
10662.mp4,0,0,0.8,0,0,0.75,0,0,-1,-1,0,"3,6"
10663.mp4,0,0,0.73,0,0,0,0.81,0,-1,0,0,"3,7"
10667.mp4,0,0,0.78,0,0,0,0.86,0,-1,-1,0,"3,7"
10670.mp4,-1,0.9,0,0,0,-1,-1,-1,0.85,-1,-1,"2,9"
10671.mp4,0,0,0.8,0,0,0,0.81,0,-1,0,0,"3,7"
10672.mp4,0,0,-1,0,0,0.75,0,0,0.84,0,0,"6,9"
10673.mp4,0,0,-1,0,0,0.81,0,0,-1,0.7,-1,"6,10"
10675.mp4,-1,-1,0.86,0,0,0.83,-1,0,-1,0,-1,"3,6"
10676.mp4,0,0,0.88,0,0,0,0.86,0,-1,0,0,"3,7"
10677.mp4,0,0.82,-1,0,0,-1,0.82,-1,-1,-1,0,"2,7"
10678.mp4,0,0,0.8,0,0,0,0.82,0,-1,-1,0,"3,7"
10679.mp4,0.88,-1,-1,0,0,-1,0,0,0.78,0,0,"1,9"
10680.mp4,0,-1,0.89,0,0,0,0.9,0,-1,0,0,"3,7"
10682.mp4,0,0,0.81,0,0,0,0.81,0,-1,0,0,"3,7"
10683.mp4,0,-1,0.83,0,0,-1,-1,0,0.7,-1,0,"3,9"
10684.mp4,0,-1,0.82,0,0,0,0.81,0,-1,0,0,"3,7"
10685.mp4,0,-1,0.83,0,0,-1,0.8,0,0.65,0,0,"3,7,9"
10686.mp4,-1,-1,0.83,0,0,0,0.88,0,-1,0,0,"3,7"
10690.mp4,0,0,0.8,0,0,0,0.82,0,-1,-1,0,"3,7"
10691.mp4,0,0,0.85,0,0,0,0.84,0,-1,0,0,"3,7"
10693.mp4,0,-1,0.76,0,0,0.79,0,0,0.68,0,0,"3,6,9"
10695.mp4,0,0,0.77,0,0,0,0.86,0,-1,0,0,"3,7"
10698.mp4,-1,-1,0.89,0,0,0.81,0,0,0.77,0,0,"3,6,9"
10699.mp4,0,-1,0.8,0,0,0.8,0,0,-1,-1,0,"3,6"
10700.mp4,0,-1,0.87,0,0,-1,0.8,0,-1,0,-1,"3,7"
10701.mp4,0,-1,-1,0,0,0.83,-1,0,0.68,-1,-1,"6,9"
10702.mp4,0,-1,-1,0,0,-1,0,0,0.75,0.73,-1,"9,10"
10703.mp4,0.75,-1,-1,0,0,-1,0,0,0.72,0,0,"1,9"
10706.mp4,-1,-1,-1,0,0,0,0.8,0,0.65,0,0,"7,9"
10707.mp4,-1,-1,-1,0,0,0.8,0.82,0,-1,0,0,"6,7"
10708.mp4,0,-1,-1,0,0,0.78,0,0,0.8,-1,0,"6,9"
10711.mp4,0,0,0.83,0,0,0,0.76,0,-1,0,0,"3,7"
10714.mp4,-1,-1,-1,0,0,-1,0.77,0,0.7,-1,0,"7,9"
10716.mp4,0,-1,0.79,0,0,-1,-1,0,0.65,-1,0,"3,9"
10718.mp4,-1,-1,0.75,0,0,0,0.78,0,-1,0,0,"3,7"
10719.mp4,0,-1,-1,0,0,-1,0.85,0,0.73,0,0,"7,9"
10720.mp4,0,-1,0.79,0,0,0,0.87,0,-1,0,0,"3,7"
10721.mp4,0,0,0.76,0,0,0.84,0,0,0.72,-1,0,"3,6,9"
10722.mp4,0,-1,0.81,0,0,0,-1,0,0.72,-1,0,"3,9"
10723.mp4,0,-1,0.8,0,0,0,0.68,0,-1,-1,0,"3,7"
10724.mp4,0,0,0.74,0,0,0,0.87,0,-1,0,0,"3,7"
10725.mp4,0,0,0.82,0,0,-1,0.83,0,-1,0,0,"3,7"
10726.mp4,0,0,0.8,0,0,-1,0.73,0,-1,0,0,"3,7"
10727.mp4,0,-1,-1,0,0,0,0.7,0,0.62,-1,-1,"7,9"
10728.mp4,0,0,0.87,0,0,0,0.89,0,-1,0,0,"3,7"
10729.mp4,0,-1,0.73,0,0,-1,-1,0,0.72,-1,0,"3,9"
10731.mp4,0.83,0.62,0,0,0,-1,0,0,-1,0,-1,"1,2"
10733.mp4,0,-1,-1,0,0,-1,0.79,0,0.66,0,-1,"7,9"
10734.mp4,-1,0,0.9,0,0,0,0.83,0,0.68,-1,0,"3,7,9"
10735.mp4,-1,-1,0.9,0,0,0.77,0,0,-1,0,-1,"3,6"
10736.mp4,0,-1,-1,0,0,0.84,0,0,0.71,-1,0,"6,9"
10737.mp4,0,0,0.94,0,0,-1,0.82,0,-1,-1,0,"3,7"
10738.mp4,0,-1,0.81,0,0,-1,0.71,0,0.68,-1,0,"3,7,9"
10739.mp4,0,-1,-1,0,0,0,0.78,0,0.73,-1,-1,"7,9"
10740.mp4,0,-1,0.77,0,0,0,0.81,0,0.62,0,0,"3,7,9"
10741.mp4,0,0,0.79,0,0,0,0.8,0,-1,0,0,"3,7"
10742.mp4,0,0,0.88,0,0,0,0.78,0,-1,-1,0,"3,7"
10744.mp4,0,-1,-1,0,0,0,0.88,0,0.68,0,0,"7,9"
10747.mp4,0,-1,0.82,0,0,0.84,-1,0,-1,0,0,"3,6"
10748.mp4,0,0,0.89,0,0,0.83,0,0,-1,-1,0,"3,6"
10749.mp4,0.9,0.76,-1,0,0,-1,-1,0,-1,0,0,"1,2"
10750.mp4,0,0,0.91,0,0,0.81,0,0,-1,-1,0,"3,6"
10754.mp4,-1,0.8,-1,0,0,0,-1,-1,0.77,0,-1,"2,9"
10757.mp4,0,-1,0.86,0,0,0.82,-1,0,0,-1,0,"3,6"
10758.mp4,0,-1,0.87,0,0,0.84,-1,0,-1,0,0,"3,6"
10760.mp4,0,0,0.74,0,0,0,0.85,0,-1,0,0,"3,7"
10761.mp4,-1,0,0.81,0,0,0.87,0,0,-1,-1,0,"3,6"
10762.mp4,0,-1,0.82,0,0,-1,0.85,0,-1,0,0,"3,7"
10763.mp4,0,-1,0.72,0,0,-1,-1,0,0.83,-1,0,"3,9"
10764.mp4,0,0,-1,0,0,0,0.84,0,0.72,-1,0,"7,9"
10767.mp4,0,-1,-1,0,0,-1,0.89,0,0.65,0,0,"7,9"
10768.mp4,0,-1,0.82,0,0,0,0.86,0,-1,0,0,"3,7"
10769.mp4,0,0,0.84,0,0,0,0.81,0,0.77,0,0,"3,7,9"
10771.mp4,0,-1,-1,0,0,0.8,0,0,-1,0.68,0,"6,10"
10772.mp4,0,0,0.83,0,0,0.85,-1,0,-1,-1,0,"3,6"
10773.mp4,0,0,0.87,0,0,0,0.82,0,-1,0,0,"3,7"
10774.mp4,0,-1,0.76,0,0,0,0.81,0,-1,0,0,"3,7"
10775.mp4,0,-1,-1,0,0,0,0.69,-1,0.77,0,-1,"7,9"
10777.mp4,0,-1,0.86,0,0,0.8,0,0,-1,-1,0,"3,6"
10778.mp4,0,0,-1,0,0,0.77,-1,0,0.82,-1,0,"6,9"
10779.mp4,0,0,-1,0,0,0,0.84,0,0.69,0,0,"7,9"
10780.mp4,0,0,-1,0,0,0,0.87,0,0.7,-1,0,"7,9"
10781.mp4,0,-1,-1,0,0,0.82,-1,0,0.79,-1,0,"6,9"
10784.mp4,0,-1,-1,0,0,0.89,0,0,-1,0.67,0,"6,10"
10785.mp4,0,0,0.8,0,0,0,0.81,0,-1,0,0,"3,7"
10786.mp4,0,0,0.87,0,0,0.83,0,0,-1,-1,0,"3,6"
10787.mp4,-1,-1,-1,0,0,-1,-1,0,0.75,0.7,0,"9,10"
10788.mp4,0,0,0.77,-1,0,-1,0.83,0,0,0,0,"3,7"
10789.mp4,0,-1,-1,0,0,0.84,-1,0,0.78,-1,-1,"6,9"
10790.mp4,-1,-1,-1,0,0,0,0.79,0,0.83,0,0,"7,9"
10793.mp4,-1,0.75,-1,0,0,-1,-1,-1,0.72,0,0,"2,9"
10794.mp4,0.8,-1,-1,0,0,0.9,0,0,-1,-1,0,"1,6"
10795.mp4,0,-1,0.82,0,0,0.88,-1,0,-1,-1,0,"3,6"
10796.mp4,0,-1,-1,0,0,0,0.87,0,0.72,0,0,"7,9"
10799.mp4,-1,-1,-1,0,0,0.9,0,-1,-1,0.8,0,"6,10"
10800.mp4,0,-1,-1,0,0,0,0.81,0,0.8,0,0,"7,9"
10801.mp4,0,0.78,-1,0,0,0,0.9,0,-1,0,0,"2,7"
10802.mp4,0,-1,-1,0,0,0,0.82,0,0.77,-1,0,"7,9"
10803.mp4,0,0.78,-1,0,0,0,0.8,-1,-1,-1,-1,"2,7"
10805.mp4,0,-1,-1,0,0,0.92,0,0,0,0.82,0,"6,10"
10809.mp4,-1,0.7,-1,0,0,0,0.84,0,-1,0,-1,"2,7"
10813.mp4,0,-1,-1,0,0,0.82,-1,0,0.78,-1,0,"6,9"
10816.mp4,0,0,-1,0,0,-1,0.78,0,0.85,-1,0,"7,9"
10817.mp4,0.78,-1,-1,0,0,-1,0,0,-1,0.74,-1,"1,10"
10818.mp4,-1,0.88,-1,0,0,0,0.84,0,-1,0,0,"2,7"
10819.mp4,0,-1,0.86,0,0,0.8,0,0,0,-1,0,"3,6"
10820.mp4,0,0,0.8,0,0,0,0.95,0,-1,0,0,"3,7"
10822.mp4,0,0,0.77,0,0,0,0.9,0,-1,0,0,"3,7"
10823.mp4,0,-1,-1,0,0,0,0.86,0,0.65,-1,0,"7,9"
10824.mp4,0,-1,0.87,0,0,0.79,0,0,-1,-1,0,"3,6"
10828.mp4,0,-1,-1,0,0,0,0.9,-1,0.65,0,0,"7,9"
10831.mp4,0,0,0.74,0,0,0,0.85,0,-1,0,0,"3,7"
10832.mp4,0,0,0.85,0,0,0,0.86,0,-1,0,0,"3,7"
10833.mp4,0,-1,-1,0,0,0,0.88,0,0.68,-1,0,"7,9"
10834.mp4,0,-1,0.83,0,0,0,0.88,0,-1,0,0,"3,7"
10840.mp4,0,-1,0.73,0,0,0,0.88,0,-1,0,0,"3,7"
10841.mp4,-1,0.83,-1,0,0,0.86,0,-1,0,-1,0,"2,6"
10846.mp4,-1,-1,0,0,0,0.91,0,0,-1,0.84,-1,"6,10"
10847.mp4,0,-1,-1,0,0,0.93,0,0,-1,0.77,0,"6,10"
10849.mp4,0,-1,-1,0,0,0.9,0,0,-1,0.86,0,"6,10"
10850.mp4,0,-1,0,0,0,0.9,0,0,-1,0.8,0,"6,10"
10853.mp4,-1,-1,-1,0,0,-1,0.86,0,0.8,-1,0,"7,9"
10855.mp4,0,-1,0,0,0,0.92,0,0,-1,0.75,0,"6,10"
10857.mp4,0,0,0,0,0,0.95,0,0,-1,0.8,0,"6,10"
10858.mp4,-1,-1,0,0,0,-1,0.9,0,0.75,0,0,"7,9"
10861.mp4,0,0,0,0,0,0.94,0,0,-1,0.8,-1,"6,10"
10862.mp4,0,-1,0,0,0,0.8,0,0,-1,0.94,-1,"6,10"
10863.mp4,0,-1,0,0,0,0.84,-1,0,0.86,-1,-1,"6,9"
10866.mp4,0,0,0,0,0,0.91,0,0,-1,0.73,0,"6,10"
10867.mp4,0,0,0,0,0,0.91,0,0,-1,0.82,0,"6,10"
10869.mp4,0,-1,0,0,0,-1,-1,0,0.87,0.62,-1,"9,10"
10870.mp4,0,0,0,0,0,0.94,0,0,-1,0.88,0,"6,10"
10871.mp4,0,-1,0,0,0,0.81,0,0,0.74,0.76,-1,"6,9,10"
10873.mp4,0,0,0,0,0,0.93,0,0,-1,0.8,0,"6,10"
10874.mp4,0,0,0,0,0,0.94,0,0,0.72,-1,0,"6,9"
10875.mp4,0,-1,0,0,0,0.91,0,0,-1,0.73,0,"6,10"
10876.mp4,0,0,0,-1,0,0.93,0,0,0,0.75,-1,"6,10"
10878.mp4,0,0,0,0,0,0.87,0,0,-1,0.77,0,"6,10"
10879.mp4,0,0,0,0,0,0.94,0,0,-1,0.7,0,"6,10"
10880.mp4,0,0,0,0,0,0.88,-1,0,-1,0.68,0,"6,10"
10881.mp4,0,-1,0,0,0,-1,0,0,0.83,0.9,0.93,"9,10,11"
10882.mp4,0,-1,0,0,0,-1,0,0,0.93,0.82,0.8,"9,10,11"
10883.mp4,0,0,-1,0,0,0.94,0,0,-1,0.8,0,"6,10"
10884.mp4,0,0,-1,0,0,0.88,0.75,0,-1,-1,0,"6,7"
10885.mp4,0,-1,0,0,0,0.89,0,0,-1,0.8,0,"6,10"
10886.mp4,0,0,0,0,0,0.94,0,0,-1,0.7,0,"6,10"
10887.mp4,0,0,0,0,0,0.94,-1,0,-1,0.93,-1,"6,10"
10889.mp4,0.83,0.74,0,0,0,0,0,-1,-1,0,-1,"1,2"
10895.mp4,0,0,-1,0,0,0.91,0,0,0.78,0.77,0,"6,9,10"
10896.mp4,-1,0.75,0,0,0,-1,-1,-1,0.85,0,-1,"2,9"
10897.mp4,0,-1,0,0,0,0.92,0,0,-1,0.85,0,"6,10"
10898.mp4,0,-1,0,0,0,-1,0,0,0.8,0.84,-1,"9,10"
10899.mp4,-1,-1,0,0,0,0.87,0,0,0.8,-1,-1,"6,9"
10903.mp4,0,0,0,0,0,0.96,0,0,-1,0.8,0,"6,10"
10905.mp4,0,0,0,0,0,0.97,0,0,-1,0.73,-1,"6,10"
10906.mp4,0,-1,-1,-1,0,-1,0.84,0,0.82,-1,0,"7,9"
10907.mp4,0,0,0,0,0,0.9,0,0,-1,0.8,-1,"6,10"
10908.mp4,0,-1,0,0,0,0.95,0,0,0,0.82,0,"6,10"
10909.mp4,0,-1,0,0,0,0.95,0,0,-1,0.82,0,"6,10"
10910.mp4,0,-1,0,0,0,-1,-1,-1,0.88,0.73,-1,"9,10"
10911.mp4,0,-1,0,0,0,0.95,0,0,-1,0.9,0,"6,10"
10912.mp4,0,0.9,-1,0,0,-1,-1,-1,0.82,0.75,0,"2,9,10"
10914.mp4,-1,0,0,0,0,0.95,0,0,0.67,-1,0,"6,9"
10915.mp4,0,0,0,0,0,0.94,0,0,-1,0.8,-1,"6,10"
10917.mp4,0,0,-1,0,0,0.93,-1,0,0.7,-1,-1,"6,9"
10918.mp4,0.81,-1,0,0,0,0.81,-1,0,0,0,-1,"1,6"
10920.mp4,0,0,0,0,0,0.91,0,0,-1,0.72,0,"6,10"
10921.mp4,0,0,0,0,0,0.94,-1,0,-1,0.85,-1,"6,10"
10922.mp4,0.9,-1,0,0,0,0.86,0,0,-1,-1,0,"1,6"
10923.mp4,0,0,-1,0,0,0.91,0,0,-1,0.77,-1,"6,10"
10924.mp4,0,0,-1,0,0,0.92,-1,0,0.67,0.67,0,"6,9,10"
10925.mp4,0,-1,0,0,0,0.94,0,0,-1,0.78,0,"6,10"
10926.mp4,0,0,0,0,0,0.94,-1,0,-1,0.84,-1,"6,10"
10928.mp4,0,0,0,0,0,0.93,0,0,-1,0.72,0,"6,10"
10929.mp4,0,0,0,0,0,0.95,0,0,-1,0.82,0,"6,10"
10933.mp4,0,0,0,0,0,0.85,0,0,-1,0.8,-1,"6,10"
10934.mp4,0,0,0,0,0,0.94,-1,0,-1,0.8,-1,"6,10"
10935.mp4,0,0,0,0,0,0.95,0,0,-1,0.86,-1,"6,10"
10936.mp4,0,-1,-1,0,0,0.87,-1,-1,0.82,-1,-1,"6,9"
10937.mp4,0,0,0,0,0,0.92,0,0,-1,0.82,0,"6,10"
10938.mp4,0,0,0,0,0,0.94,0,0,-1,0.82,0,"6,10"
10939.mp4,-1,0,0,0,0,0.95,0,0,0,0.8,0,"6,10"
10940.mp4,-1,0,0,0,0,0.95,-1,0,-1,0.82,0,"6,10"
10941.mp4,0.81,-1,0,0,0,0.88,0,0,-1,0,0,"1,6"
10942.mp4,0,0,0,0,0,0.87,0,0,-1,0.77,-1,"6,10"
10944.mp4,0,0,-1,0,0,0.89,0,0,-1,0.75,0,"6,10"
10945.mp4,0,0,0,0,0,0.95,0,0,-1,0.8,-1,"6,10"
10946.mp4,0,0,0,0,0,0.96,0,0,-1,0.77,0,"6,10"
10947.mp4,0,-1,0,0,0,-1,0,-1,0.8,0.74,-1,"9,10"
10950.mp4,0,-1,0,0,0,0,-1,-1,-1,0.84,0.95,"10,11"
10952.mp4,0,0,0,-1,0,0.89,-1,-1,-1,0.72,0,"6,10"
10954.mp4,-1,-1,0,0,0,-1,0,-1,-1,0.84,0.97,"10,11"
10955.mp4,-1,-1,-1,0,0,0.94,0,0,-1,0.83,0,"6,10"
10957.mp4,-1,0,0,0,0,0.93,0,0,-1,-1,0.9,"6,11"
10958.mp4,0,0,-1,0,0,0.92,0,0,-1,0.85,0,"6,10"
10959.mp4,0,0,0,0,0,0.95,0,0,-1,0.73,-1,"6,10"
10961.mp4,0,0,0,-1,0,0.85,0,0,0.86,-1,0,"6,9"
10962.mp4,-1,-1,0,0,0,0.8,-1,-1,0.88,-1,0,"6,9"
10963.mp4,0,0,-1,0,0,0.92,0,0,0,0.75,-1,"6,10"
10964.mp4,0,0,0,-1,0,0.87,0,0,-1,0.84,-1,"6,10"
10965.mp4,0,0,-1,0,0,0.85,-1,0,-1,0.7,0,"6,10"
10966.mp4,0,0,0,0,0,0.92,0,0,-1,0.75,0,"6,10"
10968.mp4,0,0,-1,0,0,0.94,0,0,-1,0.82,0,"6,10"
10969.mp4,0,-1,0,0,0,0.95,0,0,-1,0.85,0,"6,10"
10970.mp4,-1,-1,0,0,0,0.92,-1,0,-1,0.8,0,"6,10"
10971.mp4,0,-1,0,0,0,0.88,-1,0,-1,0.82,0,"6,10"
10973.mp4,-1,0,0,0,0,0.91,-1,0,0.62,-1,0,"6,9"
10974.mp4,0,0,0,0,0,0.95,0,0,-1,0.82,0,"6,10"
10978.mp4,0,0,0,0,0,0.91,0,0,0.67,-1,0,"6,9"
10979.mp4,0,0,0,0,0,0.95,0,0,-1,0.75,0,"6,10"
10980.mp4,0,-1,0,0,0,0.95,0,0,-1,0.8,0,"6,10"
10983.mp4,0,0,0,0,0,0.95,0,0,0,0.82,0,"6,10"
10985.mp4,0,-1,0,0,0,-1,-1,0,-1,0.78,0.93,"10,11"
10986.mp4,0,0,0,0,0,0.95,0,0,-1,0.78,0,"6,10"
10987.mp4,0,0,0,0,0,0.93,0,0,-1,0.75,0,"6,10"
10988.mp4,-1,0,-1,0,0,0.86,-1,0,0.73,-1,0,"6,9"
10989.mp4,0,0.66,0,-1,0,-1,0,-1,0.78,0.84,-1,"2,9,10"
10990.mp4,0,0,0,0,0,0.94,0,0,-1,0.9,0,"6,10"
10991.mp4,-1,-1,-1,0,0,-1,0.87,0,0.9,0,0,"7,9"
10992.mp4,0,0,-1,0,0,0.95,0,0,0.77,0.75,0,"6,9,10"
10994.mp4,0,0,0,0,0,0.96,0,0,-1,0.82,0,"6,10"
10995.mp4,0,0,-1,0,0,0.92,0,0,-1,0.88,0,"6,10"
10996.mp4,0,0,0,0,0,0.94,0,0,-1,0.75,0,"6,10"
10998.mp4,0,0,0,0,0,0.94,0,0,-1,0.77,0,"6,10"
10999.mp4,0,0,0,0,0,0.94,0,0,-1,0.77,0,"6,10"
11000.mp4,0,0.82,0,0,0,-1,-1,-1,0.85,-1,-1,"2,9"
11001.mp4,0,0,0,0,0,0.92,0,0,-1,0.8,0,"6,10"
11002.mp4,0,0,0,0,0,0.8,0,0,0.76,0.85,-1,"6,9,10"
11003.mp4,0,0,0,0,0,0.95,0,0,-1,0.77,-1,"6,10"
11004.mp4,0,0,0,0,0,0.93,0,0,-1,0.84,0,"6,10"
11005.mp4,-1,0.78,0,0,0,0.93,-1,-1,0,0,0,"2,6"
11006.mp4,0,0,-1,0,0,0.94,0.9,0,0,-1,0,"6,7"
11008.mp4,0,-1,0,-1,0,0.78,0,-1,0.9,-1,0,"6,9"
11009.mp4,-1,-1,0,0,0,-1,0.76,0,0.8,0,-1,"7,9"
11011.mp4,0,0,0,0,0,0.95,-1,0,-1,0.73,0,"6,10"
11012.mp4,0,0,0,0,0,0.95,0,0,-1,0.82,0,"6,10"
